user_id,base,approach,geography,jnd,accuracy
mu7d5IadQL,0.4,below,1_grid,0.24375,0.708333333
UFiXz7XDMt,0.4,below,1_grid,0.160833333,0.708333333
4YCsWPo3TU,0.4,below,1_grid,0.219166667,0.666666667
GaxKMogGOR,0.4,below,2_reg,0.316666667,0.625
cteJpRrx23,0.4,below,3_irreg,0.314583333,0.541666667
1ajRsfxFIT,0.4,below,1_grid,0.241666667,0.75
y37qIXOubM,0.4,below,2_reg,0.2,0.708333333
7kdeMqtv1l,0.4,below,3_irreg,0.266666667,0.666666667
oRxdf8Dvb0,0.4,below,1_grid,0.155833333,0.708333333
lQS45lSdDy,0.4,below,2_reg,0.316666667,0.458333333
qDeh4AnWt2,0.4,below,2_reg,0.233333333,0.666666667
8RDum1hDZY,0.4,below,2_reg,0.225,0.791666667
OzbX19GoO9,0.4,below,3_irreg,0.110416667,0.75
ikbP0YYxKA,0.4,below,1_grid,0.22625,0.708333333
oBuc4fw521,0.4,below,2_reg,0.30625,0.583333333
CGR5wFq1zl,0.4,below,1_grid,0.119166667,0.833333333
2x6Gnhkp1l,0.4,below,1_grid,0.225,0.708333333
onZpRDDgjM,0.4,below,2_reg,0.20125,0.75
XBcDTOcq0j,0.4,below,3_irreg,0.278333333,0.625
5rNnXJhAgB,0.4,below,3_irreg,0.278333333,0.583333333
MDMNGIwuZY,0.4,below,2_reg,0.191666667,0.75
QE5vTDxbHv,0.4,below,1_grid,0.25,0.708333333
b07PHHOOQA,0.4,below,3_irreg,0.36875,0.416666667
FaGURVUDuL,0.4,below,3_irreg,0.184583333,0.75
XWhkZI5TOE,0.4,below,1_grid,0.245,0.708333333
09hp3JCXdr,0.4,below,1_grid,0.185833333,0.75
iTjRKhqTIv,0.4,below,2_reg,0.224166667,0.666666667
147bOumbVZ,0.4,below,2_reg,0.333333333,0.541666667
qFYpo1IclD,0.4,below,1_grid,0.22625,0.75
m1CS72dfu6,0.4,below,3_irreg,0.277083333,0.708333333
0efINsW4y8,0.4,below,2_reg,0.297916667,0.625
7bISzAmzNP,0.4,below,3_irreg,0.345833333,0.541666667
MF8KfSSY9M,0.4,below,1_grid,0.30625,0.708333333
F0Sr86Sswh,0.4,below,3_irreg,0.327083333,0.541666667
BahSEaW7jk,0.4,below,3_irreg,0.210833333,0.666666667
LLy8aMu69M,0.4,below,1_grid,0.325,0.708333333
dEwCp3nnv8,0.4,below,2_reg,0.2625,0.708333333
8OSpJZVjBe,0.4,below,3_irreg,0.295833333,0.666666667
YxpTscUtPX,0.4,below,1_grid,0.258333333,0.708333333
b0iCz00jc9,0.4,below,3_irreg,0.183333333,0.75
kEblGZx0fI,0.4,below,2_reg,0.279166667,0.708333333
a8CWWBuywG,0.4,below,1_grid,0.25,0.75
35dpPOw9eE,0.4,below,3_irreg,0.17875,0.75
39JmbnqCkn,0.4,below,2_reg,0.277083333,0.708333333
7rnOMCVrnf,0.4,below,3_irreg,0.258333333,0.666666667
0kWtTNy4mM,0.4,below,1_grid,0.28125,0.708333333
GrLrA7494k,0.4,below,1_grid,0.191666667,0.75
5GGrV4FV8L,0.4,below,2_reg,0.17625,0.75
YOFDqzVeAn,0.4,below,3_irreg,0.267916667,0.708333333
dGBfDoQx5q,0.4,below,1_grid,0.316666667,0.541666667
As6VHS5DwH,0.4,below,2_reg,0.364583333,0.375
6Va1hsYqDm,0.4,below,1_grid,0.370833333,0.333333333
h7BOS8i897,0.4,below,3_irreg,0.23875,0.708333333
vTVM8dm791,0.4,below,1_grid,0.239583333,0.708333333
oviS4hAbm2,0.4,below,3_irreg,0.26875,0.625
tmex08AVlW,0.4,below,1_grid,0.270833333,0.75
pC0spv04OW,0.4,below,1_grid,0.169166667,0.708333333
Vm18ginJlq,0.4,below,3_irreg,0.272916667,0.708333333
WEHPxPBm7z,0.4,below,2_reg,0.2575,0.666666667
ZAwZlIxqVR,0.4,below,2_reg,0.2875,0.666666667
RYOg4RtdP0,0.4,below,2_reg,0.160416667,0.791666667
2jOQRFbwKv,0.4,below,3_irreg,0.347916667,0.5
d6q33s6oFX,0.4,below,3_irreg,0.329166667,0.541666667
UMzQYy9r4S,0.4,below,2_reg,0.209583333,0.75
UXs0eTXFkn,0.4,below,2_reg,0.25,0.666666667
5OA5vvPrfr,0.4,below,2_reg,0.208333333,0.708333333
TxKukk9bNZ,0.4,below,2_reg,0.30625,0.625
OJLxqKAPXl,0.4,below,3_irreg,0.36875,0.291666667
Z1uVpSE4rA,0.4,below,1_grid,0.241666667,0.791666667
qYD7s4ZeBY,0.4,below,2_reg,0.34375,0.625
I223Qe10nH,0.4,below,2_reg,0.114583333,0.75
bikl5BcSWc,0.4,below,3_irreg,0.358333333,0.416666667
0C2zFT36bs,0.5,above,3_irreg,0.192916667,0.791666667
ANQqPtN4aL,0.5,above,1_grid,0.146666667,0.75
S7JrRYGxzY,0.5,above,2_reg,0.15375,0.791666667
GKojmHe3g6,0.5,above,2_reg,0.241666667,0.708333333
mJYc4lXUX4,0.5,above,2_reg,0.274166667,0.75
yMmEsTBMLu,0.5,above,3_irreg,0.191666667,0.791666667
1zc24UfDtN,0.5,above,2_reg,0.225,0.75
OrHG86OuwC,0.5,above,1_grid,0.147916667,0.75
6BycMHFMrC,0.5,above,2_reg,0.23875,0.666666667
XTDKPMxmEB,0.5,above,1_grid,0.3125,0.541666667
FUy3TMCGP2,0.5,above,2_reg,0.123333333,0.75
IOaN6A1b9H,0.5,above,2_reg,0.3875,0.583333333
0JPNRZ3Z8P,0.5,above,3_irreg,0.2,0.75
2cE03eP406,0.5,above,2_reg,0.20125,0.791666667
gaV4aFDE5L,0.5,above,1_grid,0.169166667,0.791666667
jmeaJhmNi6,0.5,above,1_grid,0.345833333,0.416666667
0kFBlXPdMJ,0.5,above,3_irreg,0.302083333,0.708333333
4h5nRrNM92,0.5,above,3_irreg,0.09375,0.791666667
MZuOxiidpK,0.5,above,1_grid,0.099583333,0.75
VhSiwPrAW2,0.5,above,1_grid,0.113333333,0.75
0ObZtQYDm1,0.5,above,3_irreg,0.192916667,0.75
sgNVmmPLNj,0.5,above,2_reg,0.379166667,0.625
gUWHHPdLYl,0.5,above,1_grid,0.227083333,0.75
zXU7AAt4zS,0.5,above,1_grid,0.153333333,0.708333333
0xpWPNMC8J,0.5,above,1_grid,0.21875,0.708333333
ShxHP24uQP,0.5,above,3_irreg,0.35,0.625
hDcDjXuAE9,0.5,above,1_grid,0.1075,0.75
sk6nSh5ASG,0.5,above,3_irreg,0.308333333,0.708333333
wHq1ytDhaG,0.5,above,3_irreg,0.119583333,0.833333333
HtzO8t6Eer,0.5,above,1_grid,0.302083333,0.583333333
ktogv7Yt0w,0.5,above,1_grid,0.099166667,0.791666667
pjS63ATMVL,0.5,above,1_grid,0.15375,0.666666667
hYRT5C6v8k,0.5,above,1_grid,0.218333333,0.75
PpXHUR9LEt,0.5,above,2_reg,0.11875,0.833333333
8AjojDiegn,0.5,above,2_reg,0.167916667,0.708333333
RacrswfZTE,0.5,above,2_reg,0.122916667,0.75
ETLabn6t3V,0.5,above,2_reg,0.225,0.75
PuBB83BJrW,0.5,above,3_irreg,0.315833333,0.625
AnE0tEp7A3,0.5,above,1_grid,0.192916667,0.708333333
NEs90wkP8F,0.5,above,3_irreg,0.22625,0.791666667
IFdNoD08ho,0.5,above,1_grid,0.160833333,0.708333333
rJqpsEsWoy,0.5,above,1_grid,0.128333333,0.75
lmsY9Z1nV2,0.5,above,1_grid,0.244166667,0.666666667
xdkz8zBvC7,0.5,above,1_grid,0.17625,0.833333333
oJM74IAYBK,0.5,above,1_grid,0.146666667,0.791666667
ZALOkuBqqD,0.5,above,1_grid,0.354166667,0.458333333
b3OIlMWUZS,0.5,above,3_irreg,0.34375,0.708333333
kCzJEHbG87,0.5,above,2_reg,0.20125,0.75
NsZdG2kpD5,0.5,above,2_reg,0.208333333,0.75
wDFmYSAKpd,0.5,above,1_grid,0.20125,0.75
JvC0gsVJuM,0.5,above,3_irreg,0.216666667,0.75
RIqdBKcs5R,0.5,above,3_irreg,0.184583333,0.75
MREdCp0h7C,0.5,above,3_irreg,0.391666667,0.541666667
4Bnux1caoq,0.5,above,2_reg,0.101666667,0.75
nAtZ4kzfHX,0.5,above,3_irreg,0.28125,0.666666667
rlBC06NgOA,0.5,above,3_irreg,0.217916667,0.708333333
mtaJMeAi9y,0.5,above,2_reg,0.138333333,0.708333333
kzhCtCN1tg,0.5,above,2_reg,0.216666667,0.791666667
lPfNoRzcc5,0.5,above,2_reg,0.115833333,0.791666667
oeR5jnwUpk,0.5,above,2_reg,0.10875,0.75
MvbSWwYFlX,0.5,above,2_reg,0.302083333,0.75
Qxorn3hSAA,0.5,above,2_reg,0.17625,0.791666667
AQFNkckcFA,0.5,above,3_irreg,0.233333333,0.75
kPbON3C1Bc,0.5,above,3_irreg,0.170416667,0.791666667
2TL5wMHJjF,0.5,above,3_irreg,0.082916667,0.875
ovsNo3DmdK,0.5,above,3_irreg,0.316666667,0.625
7BOkEldImp,0.5,above,1_grid,0.233333333,0.791666667
K47S0qPNEV,0.5,above,2_reg,0.308333333,0.625
BD1cZ4gsh3,0.5,above,3_irreg,0.191666667,0.791666667
JMXy4fTXw5,0.5,above,2_reg,0.225,0.75
u8puOKixhM,0.5,above,3_irreg,0.18,0.791666667
nXMxajO5gN,0.5,above,1_grid,0.184583333,0.75
dZYfCVeXpN,0.5,above,1_grid,0.167916667,0.75
jTVD5Ij59F,0.5,above,3_irreg,0.34375,0.666666667
g1V3h2ovHt,0.5,above,2_reg,0.175,0.75
xdBtMy3yw4,0.5,above,1_grid,0.194166667,0.708333333
BmkYa2XZSZ,0.5,above,3_irreg,0.080416667,0.833333333
F3Rc3onosK,0.5,above,1_grid,0.138333333,0.75
QV9OP7S5Xg,0.5,above,2_reg,0.17875,0.75
zHynDeJy8Z,0.5,above,3_irreg,0.26875,0.75
kXrfuBCZA7,0.5,above,2_reg,0.2625,0.666666667
vSV0g4SiOL,0.5,above,1_grid,0.225,0.791666667
F7n78Rps2f,0.5,above,1_grid,0.17625,0.708333333
9yNAA5tvel,0.5,above,3_irreg,0.134583333,0.791666667
RlQJaX6xRf,0.5,above,3_irreg,0.283333333,0.75
RS5a16Hasr,0.5,above,2_reg,0.266666667,0.708333333
L4vCSLQPte,0.5,above,1_grid,0.247083333,0.666666667
bYXQoJitA9,0.5,above,1_grid,0.093333333,0.75
L1DgiwC5GO,0.5,above,3_irreg,0.244166667,0.708333333
eU6SJrqQry,0.5,above,2_reg,0.208333333,0.75
4NySqTrogj,0.5,above,2_reg,0.184583333,0.75
poqYWUPEvT,0.5,above,3_irreg,0.225,0.75
RbxIUZBUZX,0.5,above,3_irreg,0.41875,0.458333333
mJYc4lXUX4,0.5,below,2_reg,0.370833333,0.666666667
S7JrRYGxzY,0.5,below,2_reg,0.216666667,0.791666667
XTDKPMxmEB,0.5,below,1_grid,0.40625,0.5
JvC0gsVJuM,0.5,below,3_irreg,0.184583333,0.75
0C2zFT36bs,0.5,below,3_irreg,0.159583333,0.708333333
oJM74IAYBK,0.5,below,1_grid,0.404166667,0.708333333
7BOkEldImp,0.5,below,1_grid,0.184583333,0.666666667
ktogv7Yt0w,0.5,below,1_grid,0.245416667,0.791666667
GKojmHe3g6,0.5,below,2_reg,0.241666667,0.791666667
ETLabn6t3V,0.5,below,2_reg,0.142916667,0.75
JMXy4fTXw5,0.5,below,2_reg,0.225,0.75
RIqdBKcs5R,0.5,below,3_irreg,0.1,0.75
gUWHHPdLYl,0.5,below,1_grid,0.379166667,0.583333333
0JPNRZ3Z8P,0.5,below,3_irreg,0.114583333,0.75
6BycMHFMrC,0.5,below,2_reg,0.441666667,0.458333333
2TL5wMHJjF,0.5,below,3_irreg,0.241666667,0.75
g1V3h2ovHt,0.5,below,2_reg,0.3,0.75
mtaJMeAi9y,0.5,below,2_reg,0.0975,0.791666667
kzhCtCN1tg,0.5,below,2_reg,0.218333333,0.75
xdkz8zBvC7,0.5,below,1_grid,0.283333333,0.791666667
0kFBlXPdMJ,0.5,below,3_irreg,0.191666667,0.75
NsZdG2kpD5,0.5,below,2_reg,0.375,0.708333333
yMmEsTBMLu,0.5,below,3_irreg,0.3,0.708333333
kPbON3C1Bc,0.5,below,3_irreg,0.452083333,0.541666667
OrHG86OuwC,0.5,below,1_grid,0.157083333,0.708333333
PuBB83BJrW,0.5,below,3_irreg,0.389583333,0.666666667
zXU7AAt4zS,0.5,below,1_grid,0.329166667,0.708333333
sk6nSh5ASG,0.5,below,3_irreg,0.266666667,0.75
K47S0qPNEV,0.5,below,2_reg,0.445833333,0.583333333
lmsY9Z1nV2,0.5,below,1_grid,0.1125,0.75
ANQqPtN4aL,0.5,below,1_grid,0.191666667,0.75
jmeaJhmNi6,0.5,below,1_grid,0.466666667,0.291666667
zHynDeJy8Z,0.5,below,3_irreg,0.205,0.75
RS5a16Hasr,0.5,below,2_reg,0.408333333,0.666666667
kCzJEHbG87,0.5,below,2_reg,0.266666667,0.791666667
8AjojDiegn,0.5,below,2_reg,0.23125,0.708333333
lPfNoRzcc5,0.5,below,2_reg,0.082083333,0.791666667
F3Rc3onosK,0.5,below,1_grid,0.195416667,0.75
0ObZtQYDm1,0.5,below,3_irreg,0.225,0.75
tzzReT16ET,0.5,below,1_grid,0.34375,0.666666667
IFdNoD08ho,0.5,below,1_grid,0.155,0.708333333
gaV4aFDE5L,0.5,below,1_grid,0.130833333,0.75
RbxIUZBUZX,0.5,below,3_irreg,0.445833333,0.458333333
rlBC06NgOA,0.5,below,3_irreg,0.297916667,0.708333333
QV9OP7S5Xg,0.5,below,2_reg,0.122916667,0.75
rJqpsEsWoy,0.5,below,1_grid,0.216666667,0.708333333
bYXQoJitA9,0.5,below,1_grid,0.220416667,0.708333333
1zc24UfDtN,0.5,below,2_reg,0.123333333,0.791666667
9yNAA5tvel,0.5,below,3_irreg,0.120416667,0.75
PpXHUR9LEt,0.5,below,2_reg,0.1775,0.791666667
b3OIlMWUZS,0.5,below,3_irreg,0.44375,0.625
RacrswfZTE,0.5,below,2_reg,0.124583333,0.75
Qxorn3hSAA,0.5,below,2_reg,0.129166667,0.75
IOaN6A1b9H,0.5,below,2_reg,0.408333333,0.625
nAtZ4kzfHX,0.5,below,3_irreg,0.266666667,0.708333333
BD1cZ4gsh3,0.5,below,3_irreg,0.266666667,0.75
wHq1ytDhaG,0.5,below,3_irreg,0.223333333,0.75
AQFNkckcFA,0.5,below,3_irreg,0.291666667,0.666666667
ZALOkuBqqD,0.5,below,1_grid,0.375,0.583333333
sgNVmmPLNj,0.5,below,2_reg,0.416666667,0.625
pjS63ATMVL,0.5,below,1_grid,0.10625,0.708333333
4NySqTrogj,0.5,below,2_reg,0.11625,0.708333333
VhSiwPrAW2,0.5,below,1_grid,0.241666667,0.791666667
F7n78Rps2f,0.5,below,1_grid,0.241666667,0.75
BmkYa2XZSZ,0.5,below,3_irreg,0.155,0.75
wDFmYSAKpd,0.5,below,1_grid,0.140833333,0.791666667
L4vCSLQPte,0.5,below,1_grid,0.3875,0.625
4Bnux1caoq,0.5,below,2_reg,0.233333333,0.75
vSV0g4SiOL,0.5,below,1_grid,0.187083333,0.75
ovsNo3DmdK,0.5,below,3_irreg,0.41875,0.583333333
MREdCp0h7C,0.5,below,3_irreg,0.425,0.458333333
hYRT5C6v8k,0.5,below,1_grid,0.2625,0.625
oeR5jnwUpk,0.5,below,2_reg,0.345833333,0.791666667
4h5nRrNM92,0.5,below,3_irreg,0.316666667,0.708333333
MZuOxiidpK,0.5,below,1_grid,0.234583333,0.708333333
u8puOKixhM,0.5,below,3_irreg,0.316666667,0.708333333
jTVD5Ij59F,0.5,below,3_irreg,0.383333333,0.625
NEs90wkP8F,0.5,below,3_irreg,0.427083333,0.5
2cE03eP406,0.5,below,2_reg,0.339166667,0.666666667
kXrfuBCZA7,0.5,below,2_reg,0.425,0.375
0xpWPNMC8J,0.5,below,1_grid,0.241666667,0.708333333
L1DgiwC5GO,0.5,below,3_irreg,0.364583333,0.75
dZYfCVeXpN,0.5,below,1_grid,0.183333333,0.791666667
eU6SJrqQry,0.5,below,2_reg,0.358333333,0.666666667
3apPXCHYCX,0.5,below,2_reg,0.414583333,0.458333333
poqYWUPEvT,0.5,below,3_irreg,0.283333333,0.75
hDcDjXuAE9,0.5,below,1_grid,0.177916667,0.708333333
xdBtMy3yw4,0.5,below,1_grid,0.35625,0.75
RlQJaX6xRf,0.5,below,3_irreg,0.241666667,0.708333333
RquOwp0mcj,0.6,above,3_irreg,0.20625,0.666666667
tStoXKm7Aj,0.6,above,3_irreg,0.195833333,0.75
HQYzGzxnFi,0.6,above,2_reg,0.235416667,0.708333333
OfzYj9k2na,0.6,above,3_irreg,0.1825,0.708333333
JWRJMVymmL,0.6,above,1_grid,0.114583333,0.75
CxdnrEi9N8,0.6,above,2_reg,0.15375,0.75
3QnFK1q0gf,0.6,above,2_reg,0.120416667,0.791666667
3woqY8yXwV,0.6,above,3_irreg,0.229166667,0.75
fEC8P5xTYN,0.6,above,3_irreg,0.316666667,0.375
AZvEVV1E31,0.6,above,1_grid,0.195,0.75
XTWPl5eeJu,0.6,above,2_reg,0.2,0.75
RggIKYnHKh,0.6,above,2_reg,0.177916667,0.75
CQxOBSfXw8,0.6,above,1_grid,0.144166667,0.708333333
wES68XXPmJ,0.6,above,2_reg,0.197083333,0.708333333
AQcQpTyZwQ,0.6,above,2_reg,0.142916667,0.75
KS5076ij1l,0.6,above,1_grid,0.05375,0.875
Cym9ntrIJK,0.6,above,1_grid,0.254166667,0.416666667
G82XIIKuhu,0.6,above,3_irreg,0.2,0.75
kdRq9v322g,0.6,above,3_irreg,0.104166667,0.791666667
sTSiR9O23p,0.6,above,3_irreg,0.151666667,0.708333333
W1BTpnJQLX,0.6,above,3_irreg,0.15375,0.75
rikc4fwqYd,0.6,above,2_reg,0.119166667,0.833333333
fx20gl3Ona,0.6,above,2_reg,0.192916667,0.791666667
wenaTLfrvF,0.6,above,2_reg,0.233333333,0.708333333
LgePartekI,0.6,above,2_reg,0.235416667,0.708333333
MIfIN9YpJp,0.6,above,1_grid,0.063333333,0.833333333
liCrACNohT,0.6,above,2_reg,0.227083333,0.75
Z01KH2zpDr,0.6,above,1_grid,0.25,0.5
P5ylsB0pOO,0.6,above,1_grid,0.142083333,0.791666667
9Cl1RXyMt4,0.6,above,1_grid,0.18125,0.75
giZYPDki51,0.6,above,2_reg,0.098333333,0.791666667
iET9V47sIN,0.6,above,2_reg,0.239583333,0.583333333
aMUXBNoWX0,0.6,above,3_irreg,0.191666667,0.75
83tpgRvqhl,0.6,above,1_grid,0.225,0.583333333
IxWlbSQBYH,0.6,above,2_reg,0.191666667,0.75
BsUfNFbqH5,0.6,above,3_irreg,0.11,0.791666667
WKcTUcUy8n,0.6,above,3_irreg,0.096666667,0.833333333
VJ2YE3LI30,0.6,above,1_grid,0.155,0.791666667
8ALef0T32i,0.6,above,1_grid,0.090833333,0.791666667
N1mxGJosW2,0.6,above,1_grid,0.107083333,0.75
bSMV9hiAqi,0.6,above,1_grid,0.184583333,0.75
4kiuyioNNu,0.6,above,1_grid,0.20625,0.666666667
nX78iRR50i,0.6,above,3_irreg,0.054583333,0.875
RI4gZAO68b,0.6,above,1_grid,0.148333333,0.75
ofWR2wRgvh,0.6,above,1_grid,0.174583333,0.666666667
U3KWFWp2wq,0.6,above,1_grid,0.071666667,0.791666667
UdQYKZIhXK,0.6,above,3_irreg,0.2325,0.666666667
5xQf2bzzpv,0.6,above,3_irreg,0.3,0.5
eIcnWQVEjC,0.6,above,2_reg,0.163333333,0.708333333
FaDwHT4x45,0.6,above,1_grid,0.180416667,0.708333333
BerVAnlgRZ,0.6,above,2_reg,0.105416667,0.791666667
67De2gsi0D,0.6,above,1_grid,0.114583333,0.75
PHIYba3zlJ,0.6,above,3_irreg,0.289583333,0.541666667
S3cU9kjjuN,0.6,above,1_grid,0.137083333,0.75
C0juimVqfJ,0.6,above,2_reg,0.23125,0.708333333
1EmHBGRCIU,0.6,above,3_irreg,0.308333333,0.541666667
N6BqqTmde1,0.6,above,1_grid,0.105416667,0.791666667
tEhNvzp7Hw,0.6,above,1_grid,0.122916667,0.75
5lK3KLmZz2,0.6,above,3_irreg,0.20125,0.791666667
9ZzGEbejvk,0.6,above,3_irreg,0.163333333,0.833333333
FwkgCa2cJ7,0.6,above,3_irreg,0.1625,0.791666667
bl1atEvbMl,0.6,above,3_irreg,0.162083333,0.708333333
oxGdn5AUib,0.6,above,1_grid,0.068333333,0.791666667
kEXgs9Xhw9,0.6,above,3_irreg,0.15125,0.75
oZSavlGeP3,0.6,above,1_grid,0.102916667,0.75
YyVGK0Nzef,0.6,above,3_irreg,0.1325,0.791666667
ICW6arBhSo,0.6,above,1_grid,0.15375,0.75
zrkoNoetjg,0.6,above,3_irreg,0.1375,0.708333333
l5mALDRjhd,0.6,above,2_reg,0.159583333,0.791666667
ST3CRXzGiE,0.6,above,2_reg,0.13,0.75
3nCOBN27fI,0.6,above,2_reg,0.205416667,0.75
S5tSs6pFtR,0.6,above,2_reg,0.093333333,0.75
EcM8Cw7iCt,0.6,above,2_reg,0.241666667,0.75
1Ndt1LbZPV,0.6,above,3_irreg,0.10875,0.75
FqXWjLv0S4,0.6,above,2_reg,0.072083333,0.75
nsHSenreoH,0.6,above,1_grid,0.158333333,0.708333333
pPLjOKGeJ4,0.6,above,2_reg,0.180833333,0.708333333
zHyozmaaoq,0.6,above,3_irreg,0.24625,0.666666667
wnxwy3G62e,0.6,above,2_reg,0.15125,0.791666667
ismk6URtNY,0.6,above,1_grid,0.17,0.666666667
iamghgZcFO,0.6,above,3_irreg,0.252083333,0.708333333
R3IQRFp1A2,0.6,above,2_reg,0.099166667,0.75
Xk0k1yNqnE,0.6,above,3_irreg,0.186666667,0.75
pL52CBLSrX,0.6,above,1_grid,0.062916667,0.833333333
xrDAlLnwrj,0.6,above,3_irreg,0.217916667,0.833333333
RWhad4Alfq,0.6,above,2_reg,0.203333333,0.75
ySeGJH1CmQ,0.6,above,2_reg,0.239583333,0.708333333
6QuMNakesE,0.6,above,2_reg,0.258333333,0.625
aLusjw9bOh,0.6,above,1_grid,0.160833333,0.75
ZZvBbipnsh,0.6,above,3_irreg,0.264583333,0.708333333
QJchdzW2tA,0.6,above,2_reg,0.084166667,0.75
sUF4KXE9Qw,0.6,above,3_irreg,0.130416667,0.75
TlGX971CQA,0.6,above,1_grid,0.195833333,0.666666667
O3xq8BbdXB,0.6,above,1_grid,0.214583333,0.583333333
ZOPqasjzY5,0.6,above,1_grid,0.05875,0.791666667
EW9BaRygWB,0.6,above,2_reg,0.138333333,0.791666667
icG3IaPY36,0.6,above,2_reg,0.33125,0.25
pKZG6lkZCY,0.6,above,2_reg,0.3,0.583333333
v2RUlSt8w7,0.6,above,1_grid,0.138333333,0.791666667
Cym9ntrIJK,0.6,below,1_grid,0.45625,0.541666667
ismk6URtNY,0.6,below,1_grid,0.445833333,0.708333333
fEC8P5xTYN,0.6,below,3_irreg,0.53125,0.583333333
tEhNvzp7Hw,0.6,below,1_grid,0.080416667,0.833333333
liCrACNohT,0.6,below,2_reg,0.416666667,0.583333333
5xQf2bzzpv,0.6,below,3_irreg,0.50625,0.666666667
9Cl1RXyMt4,0.6,below,1_grid,0.3,0.791666667
tStoXKm7Aj,0.6,below,3_irreg,0.4575,0.625
N1mxGJosW2,0.6,below,1_grid,0.05875,0.875
FqXWjLv0S4,0.6,below,2_reg,0.170416667,0.75
83tpgRvqhl,0.6,below,1_grid,0.510416667,0.583333333
1EmHBGRCIU,0.6,below,3_irreg,0.44375,0.625
ST3CRXzGiE,0.6,below,2_reg,0.241666667,0.708333333
kdRq9v322g,0.6,below,3_irreg,0.142916667,0.75
HQYzGzxnFi,0.6,below,2_reg,0.460416667,0.666666667
EW9BaRygWB,0.6,below,2_reg,0.325,0.708333333
eIcnWQVEjC,0.6,below,2_reg,0.17625,0.833333333
iET9V47sIN,0.6,below,2_reg,0.43125,0.666666667
XTWPl5eeJu,0.6,below,2_reg,0.216666667,0.708333333
JWRJMVymmL,0.6,below,1_grid,0.258333333,0.708333333
8ALef0T32i,0.6,below,1_grid,0.064583333,0.833333333
QJchdzW2tA,0.6,below,2_reg,0.2,0.791666667
AQcQpTyZwQ,0.6,below,2_reg,0.15375,0.791666667
ICW6arBhSo,0.6,below,1_grid,0.07375,0.75
MIfIN9YpJp,0.6,below,1_grid,0.283333333,0.75
Xk0k1yNqnE,0.6,below,3_irreg,0.117083333,0.833333333
giZYPDki51,0.6,below,2_reg,0.169166667,0.75
U3KWFWp2wq,0.6,below,1_grid,0.173333333,0.833333333
1Ndt1LbZPV,0.6,below,3_irreg,0.502083333,0.666666667
sTSiR9O23p,0.6,below,3_irreg,0.17875,0.75
FwkgCa2cJ7,0.6,below,3_irreg,0.15,0.833333333
AZvEVV1E31,0.6,below,1_grid,0.192916667,0.666666667
rikc4fwqYd,0.6,below,2_reg,0.234583333,0.708333333
aLusjw9bOh,0.6,below,1_grid,0.35,0.75
BerVAnlgRZ,0.6,below,2_reg,0.233333333,0.75
bSMV9hiAqi,0.6,below,1_grid,0.1325,0.791666667
3woqY8yXwV,0.6,below,3_irreg,0.416666667,0.75
VJ2YE3LI30,0.6,below,1_grid,0.183333333,0.75
RquOwp0mcj,0.6,below,3_irreg,0.483333333,0.583333333
N6BqqTmde1,0.6,below,1_grid,0.308333333,0.791666667
EcM8Cw7iCt,0.6,below,2_reg,0.560416667,0.375
9ZzGEbejvk,0.6,below,3_irreg,0.167916667,0.708333333
aMUXBNoWX0,0.6,below,3_irreg,0.35,0.791666667
TlGX971CQA,0.6,below,1_grid,0.1775,0.791666667
fx20gl3Ona,0.6,below,2_reg,0.291666667,0.75
kEXgs9Xhw9,0.6,below,3_irreg,0.3,0.708333333
CQxOBSfXw8,0.6,below,1_grid,0.138333333,0.75
zHyozmaaoq,0.6,below,3_irreg,0.0625,0.833333333
S3cU9kjjuN,0.6,below,1_grid,0.1775,0.708333333
OfzYj9k2na,0.6,below,3_irreg,0.187083333,0.708333333
O3xq8BbdXB,0.6,below,1_grid,0.1325,0.791666667
l5mALDRjhd,0.6,below,2_reg,0.266666667,0.708333333
3nCOBN27fI,0.6,below,2_reg,0.358333333,0.75
KS5076ij1l,0.6,below,1_grid,0.100416667,0.791666667
ofWR2wRgvh,0.6,below,1_grid,0.464583333,0.708333333
nsHSenreoH,0.6,below,1_grid,0.17875,0.708333333
UdQYKZIhXK,0.6,below,3_irreg,0.093333333,0.833333333
FaDwHT4x45,0.6,below,1_grid,0.375,0.75
BsUfNFbqH5,0.6,below,3_irreg,0.212083333,0.708333333
RWhad4Alfq,0.6,below,2_reg,0.316666667,0.708333333
sUF4KXE9Qw,0.6,below,3_irreg,0.308333333,0.75
67De2gsi0D,0.6,below,1_grid,0.216666667,0.75
C0juimVqfJ,0.6,below,2_reg,0.25,0.708333333
zrkoNoetjg,0.6,below,3_irreg,0.064583333,0.833333333
PHIYba3zlJ,0.6,below,3_irreg,0.502083333,0.583333333
nX78iRR50i,0.6,below,3_irreg,0.187083333,0.75
S5tSs6pFtR,0.6,below,2_reg,0.15375,0.791666667
ZZvBbipnsh,0.6,below,3_irreg,0.5375,0.5
RggIKYnHKh,0.6,below,2_reg,0.4875,0.625
v2RUlSt8w7,0.6,below,1_grid,0.170416667,0.75
oxGdn5AUib,0.6,below,1_grid,0.383333333,0.708333333
IxWlbSQBYH,0.6,below,2_reg,0.554166667,0.416666667
LgePartekI,0.6,below,2_reg,0.191666667,0.833333333
wenaTLfrvF,0.6,below,2_reg,0.241666667,0.708333333
oZSavlGeP3,0.6,below,1_grid,0.139583333,0.833333333
